課號 Course ID,資訊 Information,備註 Note,系所 Department,通識 GE,"選上機率
Chance","重設
Reset",課程 Course,教室大樓 Building,時間 Time,授課語言 Language,加簽 Extra Enrollment
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2050"" rel=""noopener"" target=""_blank"">PE 205090</a>
水中有氧
Water aerobics","<人限 Limit / 新生保留 New Only>
36 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=277542423732227876578718473787189856578"" rel=""noopener"" target=""_blank"">汪庭緣	WANG, TING-YUAN</a>
<教室 Room & 時間 Time>
SWIM Pl.游泳池	F1F2
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
患有重大傷病或特殊病史之同學請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2050,SWIM Pl.游泳,F1F2,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2050"" rel=""noopener"" target=""_blank"">PE 205091</a>
桌球初學
Ping pong(basic)","<人限 Limit / 新生保留 New Only>
36 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=385152080932043677269787585657871849085"" rel=""noopener"" target=""_blank"">陳光紫	CHEN, KUANG-TZU</a>
<教室 Room & 時間 Time>
Old Gym桌球場	F3F4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
患有重大傷病或特殊病史之同學請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2050,Old Gym桌球,F3F4,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2050"" rel=""noopener"" target=""_blank"">PE 205092</a>
籃球進階
Basketball(advance)","<人限 Limit / 新生保留 New Only>
36 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=38515343882050267726978677273697872837378"" rel=""noopener"" target=""_blank"">陳虔倖	CHEN, CHIEN-HSIN</a>
<教室 Room & 時間 Time>
Gym體育館2F	F3F4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
修本課者需有初學基礎。患有重大傷病或特殊病史之同學請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2050,Gym體育館,F3F4,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2050"" rel=""noopener"" target=""_blank"">PE 205093</a>
水中有氧
Water aerobics","<人限 Limit / 新生保留 New Only>
36 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=277542423732227876578718473787189856578"" rel=""noopener"" target=""_blank"">汪庭緣	WANG, TING-YUAN</a>
<教室 Room & 時間 Time>
SWIM Pl.游泳池	F3F4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
患有重大傷病或特殊病史之同學請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2050,SWIM Pl.游泳,F3F4,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2050"" rel=""noopener"" target=""_blank"">PE 205094</a>
流行舞蹈
Pop Dance","<人限 Limit / 新生保留 New Only>
36 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=406433874229700728565787167727378716772856578"" rel=""noopener"" target=""_blank"">黃靖琄	HUANG,CHING-CHUAN</a>
<教室 Room & 時間 Time>
alum Gym校友PE館	F3F4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
須著乾淨室內運動鞋。患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2050,alum Gym校友PE,F3F4,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2050"" rel=""noopener"" target=""_blank"">PE 205095</a>
重量訓練
Weight Training","<人限 Limit / 新生保留 New Only>
36 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=265192973628698767378758578726578"" rel=""noopener"" target=""_blank"">林琨瀚	LIN, KUN-HAN</a>
<教室 Room & 時間 Time>
WT Rm.重訓室	F3F4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
患有重大傷病或特殊病史之同學請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2050,WT Rm.重訓,F3F4,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2050"" rel=""noopener"" target=""_blank"">PE 205096</a>
螺旋有氧
Vortex Aerobics","<人限 Limit / 新生保留 New Only>
36 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=26045248002604183908572857370657871"" rel=""noopener"" target=""_blank"">施惠方	SZU, HUI-FANG</a>
<教室 Room & 時間 Time>
Dance Rm舞蹈教室	F3F4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
患有重大傷病或特殊病史之同學請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2050,Dance Rm舞蹈教,F3F4,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2050"" rel=""noopener"" target=""_blank"">PE 205097</a>
舞蹈即興創作
Dance Improvisation","<人限 Limit / 新生保留 New Only>
36 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=2957923359231598765787189697884737871"" rel=""noopener"" target=""_blank"">王嬿婷	WANG, YEN-TING</a>
<教室 Room & 時間 Time>
Dance Rm舞蹈教室	F5F6
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
患有重大傷病或特殊病史之同學請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2050,Dance Rm舞蹈教,F5F6,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2050"" rel=""noopener"" target=""_blank"">PE 205098</a>
角力
Wrestling","<人限 Limit / 新生保留 New Only>
36 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=21129253913377570738567726978728565"" rel=""noopener"" target=""_blank"">劉振華	FIU, CHEN-HUA</a>
<教室 Room & 時間 Time>
PEC柔道教室	F5F6
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
患有重大傷病或特殊病史之同學請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2050,PEC柔道教,F5F6,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2050"" rel=""noopener"" target=""_blank"">PE 205099</a>
流行舞蹈
Pop Dance","<人限 Limit / 新生保留 New Only>
36 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=406433874229700728565787167727378716772856578"" rel=""noopener"" target=""_blank"">黃靖琄	HUANG,CHING-CHUAN</a>
<教室 Room & 時間 Time>
alum Gym校友PE館	F5F6
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
須著乾淨室內運動鞋。患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2050,alum Gym校友PE,F5F6,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2051"" rel=""noopener"" target=""_blank"">PE 205101</a>
羽球初學
Badminton","<人限 Limit / 新生保留 New Only>
32 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=267532202525991767365787167727365876978"" rel=""noopener"" target=""_blank"">梁嘉文	LIANG,CHIA-WEN</a>
<教室 Room & 時間 Time>
Nanda南大B101	M3M4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2051,Nanda南大,M3M4,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2051"" rel=""noopener"" target=""_blank"">PE 205102</a>
桌球初學
Ping pong(basic)","<人限 Limit / 新生保留 New Only>
36 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=20309215132614372696772737283737871"" rel=""noopener"" target=""_blank"">何吉星	HE,CHI-HSING</a>
<教室 Room & 時間 Time>
Nanda南大C101	M5M6
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2051,Nanda南大,M5M6,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2051"" rel=""noopener"" target=""_blank"">PE 205103</a>
體操
Gymnastics","<人限 Limit / 新生保留 New Only>
36 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=2636624503261268483697871846977737871"" rel=""noopener"" target=""_blank"">曾德明	TSENG, TE-MING</a>
<教室 Room & 時間 Time>
Nanda南大7501	M5M6
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2051,Nanda南大,M5M6,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2051"" rel=""noopener"" target=""_blank"">PE 205104</a>
重量塑身
Weight body shape","<人限 Limit / 新生保留 New Only>
36 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=2957923359231598765787189697884737871"" rel=""noopener"" target=""_blank"">王嬿婷	WANG, YEN-TING</a>
<教室 Room & 時間 Time>
Nanda南大D001	M5M6
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2051,Nanda南大,M5M6,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2051"" rel=""noopener"" target=""_blank"">PE 205105</a>
體操
Gymnastics","<人限 Limit / 新生保留 New Only>
36 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
8 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=2636624503261268483697871846977737871"" rel=""noopener"" target=""_blank"">曾德明	TSENG, TE-MING</a>
<教室 Room & 時間 Time>
Nanda南大7501	M7M8
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2051,Nanda南大,M7M8,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2051"" rel=""noopener"" target=""_blank"">PE 205106</a>
桌球初學
Ping pong(basic)","<人限 Limit / 新生保留 New Only>
28 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=3766626126311196772736978777378717085"" rel=""noopener"" target=""_blank"">錢明福	CHIEN, MING-FU</a>
<教室 Room & 時間 Time>
Nanda南大C101	T1T2
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2051,Nanda南大,T1T2,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2051"" rel=""noopener"" target=""_blank"">PE 205107</a>
迷你網球
Mini tennis","<人限 Limit / 新生保留 New Only>
25 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=267532202525991767365787167727365876978"" rel=""noopener"" target=""_blank"">梁嘉文	LIANG,CHIA-WEN</a>
<教室 Room & 時間 Time>
Nanda南大B101	T3T4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2051,Nanda南大,T3T4,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2051"" rel=""noopener"" target=""_blank"">PE 205108</a>
桌球初學
Ping pong(basic)","<人限 Limit / 新生保留 New Only>
28 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=3766626126311196772736978777378717085"" rel=""noopener"" target=""_blank"">錢明福	CHIEN, MING-FU</a>
<教室 Room & 時間 Time>
Nanda南大C101	T3T4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2051,Nanda南大,T3T4,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2051"" rel=""noopener"" target=""_blank"">PE 205109</a>
爵士舞
Jazz Dance","<人限 Limit / 新生保留 New Only>
36 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
3 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=406433874229700728565787167727378716772856578"" rel=""noopener"" target=""_blank"">黃靖琄	HUANG,CHING-CHUAN</a>
<教室 Room & 時間 Time>
Nanda南大7405	W3W4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2051,Nanda南大,W3W4,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2051"" rel=""noopener"" target=""_blank"">PE 205110</a>
有氧舞蹈
Aerobics dancing","<人限 Limit / 新生保留 New Only>
36 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
1 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=406433874229700728565787167727378716772856578"" rel=""noopener"" target=""_blank"">黃靖琄	HUANG,CHING-CHUAN</a>
<教室 Room & 時間 Time>
Nanda南大7405	W5W6
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2051,Nanda南大,W5W6,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2051"" rel=""noopener"" target=""_blank"">PE 205111</a>
重量訓練
Weight Training","<人限 Limit / 新生保留 New Only>
36 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=406542042624421767367728578896978"" rel=""noopener"" target=""_blank"">黎俊彥	LI, CHUN-YEN</a>
<教室 Room & 時間 Time>
Nanda南大D001	W5W6
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2051,Nanda南大,W5W6,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2051"" rel=""noopener"" target=""_blank"">PE 205112</a>
高爾夫球
Golf","<人限 Limit / 新生保留 New Only>
26 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
-- / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=24373220252795467726578716772736567727985"" rel=""noopener"" target=""_blank"">張嘉洲	CHANG, CHIA-CHOU</a>
<教室 Room & 時間 Time>
--","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。前三堂在視聽教室，須自付保險及練習費。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2051,--,--,中文 ZH,O 接受 Allowed
