科號,課程中文名稱,課程英文名稱,學分數,人限,新生保留人數,通識對象,通識類別,授課語言,備註,停開註記,教室與上課時間,授課教師,擋修說明,課程限制說明,第一二專長對應,學分學程對應,不可加簽說明,必選修說明
11110KPC 282100,方案設計與評估,Project Design and Evaluation,3,25,0, ,,中,加退選期間不受理線上加選，亦不受理加簽。,,"Nanda南大1311	W8W9Wa
","吳青蓉	WU,CHING-JUNG
",,心諮系優先，第3次選課起開放全校修習,人力資源管理(第二專長)	人力資源管理(第一專長),,,心諮系110B  選修	
11110KPC 310500,社會心理學,Social Psychology,3,50,0, ,,中,先修科目為「普通心理學一&二」；加退選期間不受理線上加選，亦不受理加簽。,,"Nanda南大N102	T7T8T9
","陳舜文	CHEN, SHUN-WEN
","<div>
  擋修對象 : 全校 <br>
  先修科目 : <BR><BR>普通心理學一-成績需C-以上<BR>普通心理學二-成績需C-以上<BR><br>上述條件一定要有，則不擋修。</div>",限心諮系大學部3年級4年級,人力資源管理(第二專長)	人力資源管理(第一專長)	心智、大腦與學習(第二專長)	心理學(第二專長)	心理學(第一專長),,,心諮系109B  必修	
11110KPC 320300,心理與教育研究法,Research Methods in Psychology and Education,3,40,0, ,,中,先修科目為「心理與教育統計一」；加退選期間不受理線上加選，若欲選課得以加簽方式辦理。,,"Nanda南大N102	W7W8W9
","高淑芳	KAO, SHU-FANG
","<div>
  擋修對象 : 全校 <br>
  先修科目 : <BR><BR>心理與教育統計一-成績需C-以上<BR><br>上述條件一定要有，則不擋修。</div>",限心諮系大學部3年級4年級,,,,心諮系109B  必修	
11110KPC 322000,心理測驗實務,Practice of Psychological Testing,3,15,0, ,,中,先修科目為「心理與教育測驗」；加退選期間不受理線上加選，亦不接受加簽。,,"Nanda南大N203	T2T3T4
","王振世	WANG, CHEN-SHIH
","<div>
  擋修對象 : 全校 <br>
  先修科目 : <BR><BR>心理與教育測驗-成績需C-以上<BR>心理與教育測驗-成績需C-以上<BR><br>上述條件任選一科，則不擋修。</div>",限心諮系大學部3年級4年級,,,,心諮系109B  選修	
11110KPC 332700,情緒心理學,Psychology of Emotion,3,20,0, ,,英,此為16週課程；加退選期間不受理線上加選，若欲選課得以加簽方式辦理。,,"Nanda南大2204	R3R4Rn
","張硯評	Chang, Yen-Ping
",,心諮系大學部優先，第3次選課起開放全校修習,,,,心諮系109B  選修	
11110KPC 342500,兒童與青少年輔導,Child and Adolescent Guidance,3,16,0, ,,中,此為16週課程；先修科目為「發展心理學」；加退選期間不受理線上加選，若欲選課得以加簽方式辦理。,,"Nanda南大N202	M5M6M7
","施香如	SHIH, HSIANG-JU
","<div>
  擋修對象 : 全校 <br>
  先修科目 : <BR><BR>發展心理學-成績需C-以上<BR>發展心理學-成績需C-以上<BR><br>上述條件任選一科，則不擋修。</div>",限心諮系,,,,心諮系109B  選修	
11110KPC 352200,變態心理學,Abnormal Psychology,3,15,0, ,,中,授課教師聘任中；加退選期間不受理線上加選，若欲選課得以加簽方式辦理。,,"Nanda南大1311	R5R6R7
","聘任中	
",,心諮系優先，第3次選課起開放全校修習,心理學(第二專長)	心理學(第一專長),(跨領域)語言治療學分學程/(跨領域)神經科學學分學程,,心諮系109B  選修	
11110KPC 362600,訓練與發展,Training and Development,3,20,0, ,,中,加退選期間不受理線上加選，若欲選課得以加簽方式辦理。,,"Nanda南大2204	R6R7R8
","傅淑英	FU, SHU YING
",,心諮系大學部優先，第3次選課起開放全校修習,人力資源管理(第二專長)	人力資源管理(第一專長),,,心諮系109B  選修	
11110KPC 363000,員工關係,Employee Relations,3,31,0, ,,中,此為16週課程；加退選期間不受理線上加選，若欲選課得以加簽方式辦理,,"Nanda南大N524	W2W3W4
","陳殷哲	CHEN, YIN-CHE
王品惇	WANG, PIN-TUN
",,心諮系優先，第3次選課起開放全校修習,人力資源管理(第二專長)	人力資源管理(第一專長),,,心諮系109B  選修	
11110KPC 372600,生涯輔導與諮商,Career Guidance and Counseling,3,25,0, ,,中,先修科目為「諮商與心理治療理論」；加退選期間不受理線上加選，若欲選課得以加簽方式辦理。,,"Nanda南大1311	M9MaMb
","張明敏	CHANG, MING-MIN
","<div>
  擋修對象 : 全校 <br>
  先修科目 : <BR><BR>諮商與心理治療理論-成績需C-以上<BR><br>上述條件一定要有，則不擋修。</div>",限心諮系大學部3年級4年級,,,,心諮系109B  選修	
11110KPC 442900,輔導與諮商實習一,Guidance and Counseling Practicum(I),2,20,0, ,,中,先修科目請依本系輔導與諮商實習課程修習辦法辦理；加退選期間不受理線上加選，亦不受理加簽,,"Nanda南大N524	R3R4
","李昆樺	LEE, KUN-HUA
","<div>
  擋修對象 : 全校 <br>
  先修科目 : <BR><BR>心理專業倫理與法律-成績需C-以上<BR>團體諮商-成績需C-以上<BR>諮商輔導技術與策略-成績需C-以上<BR><br>上述條件一定要有，而且<br><BR>心理與教育測驗-成績需C-以上<BR>心理與教育測驗-成績需C-以上<BR><br>上述條件任選一科，則不擋修。</div>",限心諮系大學部4年級,,,,心諮系108B  選修	
11110KPC 452500,心理諮詢理論與實務,Theory and Practice of Psychological Consultation,3,20,0, ,,中,加退選期間不受理線上加選，若欲選課得以加簽方式辦理。,,"Nanda南大2104	T2T3T4
","林上能	LIN, SHANG NENG
",,限心諮系,,,,心諮系108B  選修	
11110KPC 452800,團隊領導與學習,Team Leadership and Learning,3,20,0, ,,中,加退選期間不受理線上加選，若欲選課得以加簽方式辦理。,,"Nanda南大2203	T5T6T7
","張惟亮	CHANG, WEI-LIANG
",,限教育學院,人力資源管理(第二專長)	人力資源管理(第一專長),,,心諮系108B  選修	
11110KPC 463300,廣告與品牌管理,Advertising and Brand Management,3,13,0, ,,中, ,,"Nanda南大N526	M5M6M7
","江旭新	CHIANG, HSU-HSIN
",,心諮系大學部優先，第3次選課起開放全校修習,,,,心諮系108B  選修	
11110KPC 463800,工商產業實習二,Business Internship(II),2,20,0, ,,中,先修科目為「工商產業實習一」,,"Nanda南大1311	F5F6
","蔡宏基	TSAI, HUNG-JI
","<div>
  擋修對象 : 全校 <br>
  先修科目 : <BR><BR>工商產業實習一-成績需C-以上<BR><br>上述條件一定要有，則不擋修。</div>",限心諮系,人力資源管理(第二專長)	人力資源管理(第一專長),,,心諮系108B  選修	
11110KPC 472800,生涯與職業資訊分析與應用,Analysis and Application of Career and Occupational Information,2,15,0, ,,中,此為16週課程；先修科目為「生涯輔導與諮商」；加退選期間不受理線上加選，亦不接受加簽。,,"Nanda南大N203	T8T9
","陳殷哲	CHEN, YIN-CHE
朱惠瓊	CHU, HUI-CHUANG
","<div>
  擋修對象 : 全校 <br>
  先修科目 : <BR><BR>生涯輔導與諮商-成績需C-以上<BR><br>上述條件一定要有，則不擋修。</div>",心諮系優先，第3次選課起開放全校修習,人力資源管理(第二專長)	人力資源管理(第一專長),,,心諮系108B  選修	
11110KPC 482400,畢業專題二,Graduate Project II,2,30,0, ,,中,加退選期間不受理線上加選，若欲選課得以加簽方式辦理,,"Nanda南大N203	FaFb
","指導教授	
",,限心諮系,,,,心諮系108B  選修	
11110KPC 523000,高等統計與套裝軟體,Advanced Statistics and Statistical Package,3,16,10, ,,中,南大校區電腦教室；修畢「心理與教育統計學」類基礎課程；加退選期間不受理線上加選，亦不接受加簽。,,,"王振世	WANG, CHEN-SHIH
",,限心諮系碩士班,,,,心諮系111MA 選修	心諮系111MB 選修	
11110KPC 542000,諮商與心理治療理論(研),Theories of Counseling and Psychotherapy,3,22,20, ,,中,僅限本系碩士班甲組同學選課,,"Nanda南大N524	T2T3T4
","林旖旎	LIN, YI-NII
",,限心諮系碩士班,,,,心諮系111MA 選修	
11110KPC 552000,心理衛生研究,Seminar on Mental Health,3,25,20, ,,中,此為16週課程；加退選期間不受理線上加選，亦不接受加簽。,,"Nanda南大N203	M2M3M4
","李昆樺	LEE, KUN-HUA
",,限心諮系碩士班,,,,心諮系111MA 選修	
11110KPC 562900,訓練與發展專題,Seminar on Training and Development,3,10,0, ,,中,此為16週課程；加退選期間不受理線上加選，若欲選課得以加簽方式辦理。,,"Nanda南大N526	T2T3T4
","陳殷哲	CHEN, YIN-CHE
",,心諮系碩士班優先，第3次選課起開放全校修習,,,,心諮系111MA 選修	
11110KPC 563200,工商心理專業實習,Professional Practice,3,10,0, ,,中,授課教師聘任中；加退選期間不受理線上加選，若欲選課得以加簽方式辦理。,,"Nanda南大N205	F2F3F4
","聘任中	
",,限心諮系碩士班,,,,心諮系111MA 選修	
11110KPC 564400,服務科學專題,Seminar on Service Science,3,13,5, ,,中, ,,"Nanda南大N526	TaTbTc
","江旭新	CHIANG, HSU-HSIN
",,心諮系碩士班優先，第3次選課起開放全校修習,,,,心諮系111MA 選修	
11110KPC 582000,心理與諮商專業倫理,Professional Ethics in Psychology and Counseling,3,20,0, ,,中,先修科目為諮商與心理治療理論(研)&團體諮商理論與實務，加退選期間不受理線上加選，亦不受理加簽。,,"Nanda南大2203	T2T3T4
","朱春林	JU, CHUN-LIN
","<div>
  擋修對象 : 全校 <br>
  先修科目 : <BR><BR>團體諮商理論與實務-成績需B-以上<BR>諮商與心理治療理論(研)-成績需B-以上<BR><br>上述條件一定要有，則不擋修。</div>",限心諮系碩士班2年級3年級,,,,心諮系111MA 選修	
11110KPC 590100,論文研究,Thesis,0,,0, ,,中,限碩二以上修習,,,"指導教授	
",,限心諮系碩士班2年級3年級4年級,,,,心諮系111M  必修	心諮系111MA 必修	心諮系111MB 必修	
11110KPC 642401,諮商實習,Counseling Practicum,3,11,0, ,,中,先修科目要求請依本系碩士班諮商實習辦法辦理，加退選期間不受理線上加選，若欲選課得以加簽方式辦理。,,"Nanda南大N201	T5T6T7
","施香如	SHIH, HSIANG-JU
","<div>
  擋修對象 : 全校 <br>
  先修科目 : <BR><BR>團體諮商理論與實務-成績需B-以上<BR>諮商與心理治療實務-成績需B-以上<BR><br>上述條件一定要有，則不擋修。</div>",限心諮系碩士班,,,,心諮系111MA 選修	
11110KPC 642402,諮商實習,Counseling Practicum,3,12,0, ,,中,先修科目要求請依本系碩士班諮商實習辦法辦理，加退選期間不受理線上加選，若欲選課得以加簽方式辦理。,,"Nanda南大N207	R2R3R4
","許育光	HSU, YU-KUANG
","<div>
  擋修對象 : 全校 <br>
  先修科目 : <BR><BR>團體諮商理論與實務-成績需B-以上<BR>諮商與心理治療實務-成績需B-以上<BR><br>上述條件一定要有，則不擋修。</div>",限心諮系碩士班,,,,心諮系111MA 選修	
11110KPC 643301,諮商專業實習一,Counseling Internship(I),3,10,0, ,,中,先修科目要求請依本系碩士班諮商專業實習辦法辦理，加退選期間不受理線上加選，亦不受理加簽。,,"Nanda南大N203	F5F6F7
","朱惠瓊	CHU, HUI-CHUANG
",,限心諮系碩士班3年級4年級,,,,心諮系111MA 選修	
11110KPC 643302,諮商專業實習一,Counseling Internship(I),3,12,0, ,,中,先修科目要求請依本系碩士班諮商專業實習辦法辦理，加退選期間不受理線上加選，亦不受理加簽。,,"Nanda南大N204	F5F6F7
","許育光	HSU, YU-KUANG
",,限心諮系碩士班3年級4年級,,,,心諮系111MA 選修	
11110KPC 664200,行為決策專題,Seminar on Behavioral Decision Making,3,15,0, ,,中, ,,"Nanda南大N207	W5W6W7
","高登第	KAO, TENG-TI
",,心諮系碩士班優先，第3次選課起開放全校修習,,,,心諮系111MA 選修	
11110KPC 712000,高等發展心理學,Advanced Human Development,3,15,0, ,,英,此為16週課程；加退選期間不受理線上加選，若欲選課得以加簽方式辦理,,"Nanda南大N205	W7W8W9
","陳伊慈	CHEN, EVA E
",,心諮系碩士班博士班優先，第3次選課起開放全校修習,,,,心諮系111D  選修	心諮系111MA 選修	心諮系111MB 選修	
11110KPC 720100,書報討論一,Seminar(I),1,45,37, ,,中,加退選期間不受理線上加選，亦不受理加簽。,,"Nanda南大N203	T5T6
","李昆樺	LEE, KUN-HUA
",,限心諮系碩士班博士班,,,,心諮系111D  必修	心諮系111M  必修	心諮系111MA 必修	心諮系111MB 必修	
11110KPC 734200,心智與大腦,Mind and Brain,3,10,0, ,,中,16週課程。未&#20450;過普通心理學或心理學，請至清華摩課師取得先&#20450;課程心理學之「&#20450;課證明」,,"GEN II綜二410	T7T8T9
","詹雨臻	CHAN, YU-CHEN
",,心諮系碩士班博士班優先，第3次選課起開放全校修習,,(跨領域)神經科學學分學程,,學科所111M  選修	心諮系111MA 選修	心諮系111MB 選修	
11110KPC 752000,心理病理學專題研究, ,3,10,0, ,,中,加退選期間不受理線上加選，若欲選課得以加簽方式辦理。,,"Nanda南大N205	R5R6R7
","李昆樺	LEE, KUN-HUA
",,限心諮系博士班,,,,心諮系111D  選修	
11110KPC 762200,消費心理學專題,Seminar on Consumer Psychology,3,15,10, ,,中, ,,"Nanda南大N205	R2R3R4
","高登第	KAO, TENG-TI
",,心諮系碩士班博士班優先，第3次選課起開放全校修習,,,,心諮系111MA 選修	心諮系111MB 選修	
11110KPC 764000,人才管理專題,Seminar on Talent Management,3,15,10, ,,中,此為16週課程；加退選期間不受理線上加選，若欲選課得以加簽方式辦理。,,"Nanda南大N203	M6M7M8
","張婉菁	CHANG, WAN-CHING
",,限心諮系碩士班博士班,,,,心諮系111D  選修	心諮系111MA 選修	心諮系111MB 選修	
11110KPC 834300,認知實驗專題,Seminar on Cognitive Experiment,3,8,0, ,,中,加退選期間不受理線上加選，若欲選課得以加簽方式辦理。,,"Nanda南大N205	T2T3T4
","高淑芳	KAO, SHU-FANG
",,限心諮系碩士班博士班,,,,心諮系111MA 選修	心諮系111MB 選修	
11110KPC 842900,遊戲治療專題,Seminar on Play Therapy,3,10,0, ,,中,先修科目為諮商與心理治療理論(研)，加退選期間不受理線上加選，若欲選課得以加簽方式辦理,,"Nanda南大N205	W3W4Wn
","施怡菱	SHIH, YI-LING
","<div>
  擋修對象 : 全校 <br>
  先修科目 : <BR><BR>諮商與心理治療理論(研)-成績需B-以上<BR><br>上述條件一定要有，則不擋修。</div>",限心諮系碩士班博士班,,,,心諮系111D  選修	心諮系111MA 選修	
11110KPC 852400,兒童心理診斷與介入研究,Child Psychology Diagnosis & Intervention,3,10,0, ,,中,此為16週課程；加退選期間不受理線上加選，欲選課得以加簽方式辦理。,,"Nanda南大2204	W5W6W7
","鍾宛玲	CHUNG, WAN-LING
",,心諮系碩士班博士班優先，第3次選課起開放全校修習,,(跨領域)語言治療學分學程,,心諮系111MA 選修	
11110KPC 890200,獨立研究一,Independent Study (I),3,15,0, ,,中, ,,"Nanda南大N205	FaFbFc
","指導教授	
",,限心諮系博士班,,,,心諮系111D  選修	
11110KPC 890400,論文研究,Thesis,0,,0, ,,中,"大學部及碩士班同學不得點選 ,《博士生》已修畢課程或當年度要提出口試者才需要選！",,,"指導教授	
",,限心諮系博士班,,,,心諮系111D  必修	
11110KPCN522000,社會科學研究法,Research Methods in Social Science,3,25,20, ,,中,加退選期間不受理線上加選，若欲選課得以加簽方式辦理。,,"Nanda南大N203	WaWbWc
","高淑芳	KAO, SHU-FANG
",,限心諮系在職專班專班,,,,心諮系在職專班111PA 選修	心諮系在職專班111PB 選修	
11110KPCN522600,統計套裝軟體之應用,Application of Statistical Package for Social Studies,3,14,0, ,,中,先修科目為「高等統計」；加退選期間不受理線上加選，亦不接受加簽。,,"Nanda南大N205	TaTbTc
","王振世	WANG, CHEN-SHIH
","<div>
  擋修對象 : 全校 <br>
  先修科目 : <BR><BR>高等統計-成績需B-以上<BR><br>上述條件一定要有，則不擋修。</div>",限心諮系在職專班專班,,,,心諮系在職專班111PA 選修	心諮系在職專班111PB 選修	
11110KPCN542000,諮商理論與技術專題,Seminar on Theories and Skills of Counseling,3,25,20, ,,中,加退選期間不受理線上加選，若欲選課得以加簽方式辦理。,,"Nanda南大N203	TaTbTc
","林旖旎	LIN, YI-NII
",,限心諮系在職專班專班,,,,心諮系在職專班111PA 選修	
11110KPCN542600,學校輔導與諮商專題,Seminar on School Guidance and Counseling,3,15,0, ,,中,加退選期間不受理線上加選，若欲選課得以加簽方式辦理。,,"Nanda南大N205	WaWbWc
","盧怡任	LU, YI-JEN
",,限心諮系在職專班專班,,,,心諮系在職專班111PA 選修	
11110KPCN542800,完形治療專題,Seminar on Gestalt Therapy,3,12,0, ,,中,此為16週課程；先修科目為「諮商理論與技術專題」；加退選期間不受理線上加選，若欲選課得以加簽方式辦理。,,"Nanda南大N204	WaWbWc
","施香如	SHIH, HSIANG-JU
","<div>
  擋修對象 : 全校 <br>
  先修科目 : <BR><BR>諮商理論與技術專題-成績需B-以上<BR><br>上述條件一定要有，則不擋修。</div>",限心諮系在職專班專班,,,,心諮系在職專班111PA 選修	
